Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
162,Sofiane Diop,fr FRA,MFFW,Nice,22-169,2000,5,0,0,0,0.4,1.4,0.2,2.4,0.8,1.2,0,0,0,7.2,1,0.4,71.4,Matches,1.91E+35
400,Fabián Ruiz Peña,es ESP,MF,Paris S-G,26-236,1996,5,0,0,0,1.2,1,0.2,0,0.6,1.2,0,0,0,8.2,0.2,0.2,50,Matches,c0c7ff58
474,Christopher Wooh,cm CMR,DF,Rennes,21-068,2001,5,0.2,0,0,1,1,0,0.2,0.4,0,0.2,0,0,5,1.6,0.8,66.7,Matches,b003239d
130,Colin Dagba,fr FRA,DF,Strasbourg,24-077,1998,5.1,0.2,0,0,1.57,0.98,0,4.31,1.96,1.57,0,0,0,4.71,0.39,0.59,40,Matches,29c02c9f
266,Youssouf Koné,ml MLI,DF,Ajaccio,27-143,1995,5.1,0.59,0,0,1.37,1.57,0,2.55,1.37,2.35,0,0,0,6.47,0,0.98,0,Matches,e6eadfb8
433,Kevin Spadanuda,ch SUI,MFFW,Ajaccio,25-313,1997,5.1,0.39,0,0,2.35,1.57,0.2,0.39,0.98,0.78,0,0,0,6.27,0.2,2.16,8.3,Matches,a45a5d95
121,Abdu Conté,pt POR,DF,Troyes,24-246,1998,5.2,0,0,0,1.54,0.58,0.19,3.08,0.19,1.73,0,0.38,0,4.42,0.96,0.58,62.5,Matches,cfa49cc1
371,Dimitri Payet,fr FRA,MFFW,Marseille,35-241,1987,5.2,0,0,0,0.38,1.92,0.19,6.54,0,0.38,0,0,0,5,0.19,0,100,Matches,58ae47b2
460,Chimuanya Ugochukwu,fr FRA,MF,Rennes,18-244,2004,5.2,0,0.19,0,2.12,0.58,0,0.19,1.15,1.54,0,0,0,5.38,1.73,0.19,90,Matches,1df4a109
343,Bevic Moussiti-Oko,cg CGO,FW,Ajaccio,27-301,1995,5.4,0,0,0,1.85,2.22,0.19,0.37,0.19,0.19,0,0,0,2.96,6.11,5.74,51.6,Matches,71d10572
264,Sead Kolašinac,ba BIH,DF,Marseille,29-158,1993,5.5,0.18,0,0,2.91,0.36,0.36,0.18,2.55,1.82,0,0,0,6.73,0.73,0.91,44.4,Matches,3935e52e
13,Ludovic Ajorque,re REU,FWMF,Strasbourg,28-273,1994,5.6,0.18,0,0,1.61,1.07,0.18,0,0.18,0.18,0,0,0,2.5,5.54,4.29,56.4,Matches,462475ed
82,Andreas Bruus,dk DEN,DFMF,Troyes,23-313,1999,5.6,0.36,0,0,0.18,0.54,0,7.68,0.89,0.18,0,0,0,3.93,0,0.36,0,Matches,b088d5d3
85,Maxime Busi,be BEL,DF,Reims,23-042,1999,5.6,0.54,0,0,1.61,0.54,0,1.79,0.89,1.07,0,0.18,0,6.96,0.89,1.43,38.5,Matches,7b082ec2
88,Jimmy Cabot,fr FRA,DFMF,Lens,28-221,1994,5.7,0.35,0,0,2.46,0,0.18,8.77,0.7,2.11,0,0,0,8.77,0.53,0.53,50,Matches,46359159
139,Romain Del Castillo,fr FRA,FWMF,Brest,26-241,1996,5.7,0.35,0,0,1.23,1.4,0,7.19,0.53,2.11,0.18,0,0,6.14,0.35,1.58,18.2,Matches,0be95d34
202,Ignatius Ganago,cm CMR,FWMF,Nantes,23-282,1999,5.7,0,0,0,1.4,1.93,0.35,0.88,0,0.53,0.18,0,0,3.33,3.16,3.68,46.2,Matches,23c63b7f
230,Amine Harit,ma MAR,MFFW,Marseille,25-160,1997,5.7,0.18,0,0,0.35,2.28,0.35,2.81,0.7,0.7,0,0,0,4.74,0.18,2.11,7.7,Matches,e7d59f4f
89,Jens Cajuste,se SWE,MF,Reims,23-107,1999,5.8,0.86,0.17,0.17,2.76,2.07,0,0.17,1.55,2.59,0,0,0,6.03,0.52,1.55,25,Matches,928a4a61
280,Jérémy Le Douaron,fr FRA,FWMF,Brest,24-218,1998,5.8,0.17,0,0,2.07,1.38,0.34,0.69,0.17,0.34,0,0,0,1.38,2.93,5,37,Matches,88c4d190
308,Thomas Mangani,fr FRA,MF,Ajaccio,35-210,1987,5.8,0.34,0,0,1.55,0.52,0,7.07,1.9,1.03,0,0,0,6.9,2.07,1.03,66.7,Matches,c801616a
213,Maxime Gonalons,fr FRA,MF,Clermont Foot,33-260,1989,5.9,0.51,0,0,1.36,1.02,0,0,0.68,1.86,0,0,0,5.42,0.85,0.17,83.3,Matches,b8c1de25
407,Amine Salama,fr FRA,FW,Angers,22-130,2000,5.9,0,0,0,0.34,0.85,0.34,0.51,0.34,0.51,0,0,0,2.2,1.02,1.86,35.3,Matches,bc7cc472
103,Leonardo César Jardim,br BRA,GK,Lille,27-250,1995,6,0,0,0,0.17,0,0,0,0,0,,,0,,,,,Matches,f5dfc256
211,André Gomes,pt POR,MF,Lille,29-118,1993,6,0.33,0,0,3.5,1,0.17,0.67,0.5,1,0,0,0,8.17,1,0.5,66.7,Matches,1961b2aa
385,Adil Rami,fr FRA,DF,Troyes,36-333,1985,6,0.17,0,0,0.83,0.67,0.17,0.5,1.5,1.17,0,0,0,4.33,1.67,1.33,55.6,Matches,8dbff17c
453,Corentin Tolisso,fr FRA,MF,Lyon,28-114,1994,6,0.17,0,0,1.33,1.83,0,1.67,1.17,1,0,0,0,6.83,1.17,0.83,58.3,Matches,652d4c37
16,Jim Allevinah,ga GAB,FWMF,Clermont Foot,27-271,1995,6.1,0.16,0,0,1.31,3.44,0.16,1.8,0.16,0.82,0,0,0,4.1,0.33,0.98,25,Matches,1956b948
154,Moussa Diarra,ml MLI,DF,Toulouse,22-015,2000,6.1,0,0,0,1.48,0.66,0,0.82,1.8,0.82,0,0.16,0,5.25,0.98,0.82,54.5,Matches,698f11e3
378,Lucas Perrin,fr FRA,DF,Strasbourg,24-006,1998,6.1,0,0,0,0.49,0.66,0,0.82,1.8,1.15,0,0,0,5.08,1.8,0.82,68.8,Matches,49070d66
413,Baptiste Santamaria,fr FRA,MF,Rennes,27-261,1995,6.1,0.33,0,0,1.48,0.98,0,0.33,0.98,1.8,0,0,0,8.52,3.28,1.48,69,Matches,5e22e2a4
351,M'Baye Niang,sn SEN,FW,Auxerre,27-341,1994,6.2,0.16,0.32,0,2.42,2.26,0.16,0.65,0,0.32,0,0,0,2.1,5.16,3.87,57.1,Matches,2054d037
423,Abdallah Sima,sn SEN,FW,Angers,21-161,2001,6.2,0,0,0,1.61,1.13,0.32,0.97,0.32,0.16,0,0,0,1.94,2.58,2.58,50,Matches,fdbde523
461,Cengiz Ünder,tr TUR,MF,Marseille,25-134,1997,6.2,0,0,0,0.97,1.29,0.16,4.84,1.13,0.97,0,0,0,4.84,0.97,0.65,60,Matches,1880614f
48,Jérémie Bela,ao ANG,DF,Clermont Foot,29-231,1993,6.3,0,0,0,0.95,1.75,0,3.65,0.95,0.63,0,0,0,3.33,0.32,0,100,Matches,5680bf3f
304,Lovro Majer,hr CRO,MFFW,Rennes,24-312,1998,6.3,0.32,0,0,2.86,2.06,0,3.81,1.43,0.63,0,0,0,8.57,0,0.32,0,Matches,fc46aab1
144,Moussa Dembélé,fr FRA,FWMF,Lyon,26-136,1996,6.4,0.16,0,0,1.72,0,0.94,0.31,0,0.63,0,0,0,2.19,2.34,2.03,53.6,Matches,e7986081
387,Aaron Ramsey,wls WAL,MF,Nice,31-334,1990,6.4,0,0,0,1.09,1.56,0.31,3.75,1.41,1.41,0.16,0,0,7.34,0.47,0.94,33.3,Matches,ef619b0b
467,Clément Vidal,fr FRA,DF,Ajaccio,22-160,2000,6.4,0.16,0.16,0,0.78,0.78,0.16,0.16,1.56,1.09,0,0,0,3.91,3.28,1.72,65.6,Matches,b2791a55
91,Mahdi Camara,fr FRA,MF,Brest,24-148,1998,6.5,0,0,0,1.23,1.08,0,0.77,1.69,1.38,0,0,0,4.92,0.62,0.62,50,Matches,8577e60a
95,Pierrick Capelle,fr FRA,MFDF,Angers,35-224,1987,6.5,0.62,0,0,2.46,0.62,0,2.77,0.92,2,0,0,0,5.85,1.23,1.54,44.4,Matches,79b2399c
120,Alexandre Coeff,fr FRA,DF,Auxerre,30-278,1992,6.5,0,0,0,0.46,0.15,0,0.77,1.23,0.77,0,0,0,4.46,0.92,1.08,46.2,Matches,c4065f40
229,Romain Hamouma,fr FRA,FW,Ajaccio,35-241,1987,6.5,0.77,0.31,0.31,1.54,0.92,0.15,5.38,0.15,0.31,0.15,0,0,3.23,1.08,1.23,46.7,Matches,0b4d8274
12,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,28-250,1994,6.6,0.3,0,0,1.36,2.42,0.15,0.3,1.82,1.21,0,0,0,5.15,1.36,1.36,50,Matches,48b28bfd
59,Juan Bernat,es ESP,DF,Paris S-G,29-269,1993,6.6,0.15,0,0,0.45,0.91,0,0.76,0.45,1.21,0,0,0,5.45,0.45,0.45,50,Matches,433dc9a2
269,Grejohn Kyei,fr FRA,FW,Clermont Foot,27-105,1995,6.6,0.3,0,0,3.48,1.36,0.91,0.61,0.15,0,0,0,0,1.82,1.52,3.48,30.3,Matches,397ba086
302,Hugo Magnetti,fr FRA,MF,Brest,24-179,1998,6.6,0,0,0,0.45,1.82,0,2.12,1.21,2.12,0,0,0,7.88,0.76,0.91,45.5,Matches,d4d35152
255,Arnaud Kalimuendo,fr FRA,FW,Rennes,20-309,2002,6.7,0,0,0,0.75,0.6,0.6,0.75,0.15,0.3,0,0,0,2.24,0.6,3.73,13.8,Matches,bf4c41f9
295,Dion Lopy,sn SEN,MF,Reims,20-296,2002,6.7,0.6,0.3,0.15,2.24,1.19,0,0.6,1.94,1.19,0,0,0,7.46,1.04,0.6,63.6,Matches,64c14d49
469,Mattia Viti,it ITA,DF,Nice,20-305,2002,6.7,0,0,0,0.45,0.75,0,0,1.19,0.3,0,0,0,3.73,1.64,1.04,61.1,Matches,75438a9a
155,Stéphane Diarra,fr FRA,FWMF,Lorient,23-351,1998,6.8,0.15,0,0,0.59,2.06,0.29,0.88,1.91,1.32,0,0,0,7.79,0.74,0.44,62.5,Matches,29939a1d
241,Bonke Innocent,ng NGA,MF,Lorient,26-309,1996,6.8,0.29,0,0,2.06,0.15,0,0,1.32,0.88,0,0,0,4.85,0.59,1.47,28.6,Matches,546bb36e
263,Presnel Kimpembe,fr FRA,DF,Paris S-G,27-104,1995,6.8,0.44,0,0,2.65,1.18,0.15,0,1.47,0.88,0,0.15,0,5.29,1.32,1.18,52.9,Matches,aef6e670
26,Youcef Atal,dz ALG,DFMF,Nice,26-192,1996,6.9,0.14,0,0,1.3,2.17,0.43,4.78,1.59,2.75,0,0,0,5.94,0.87,1.01,46.2,Matches,6a827d8e
57,Quentin Bernard,fr FRA,DF,Auxerre,33-141,1989,7,0,0,0,0.86,0.43,0,2,2.14,1,0,0,0,5.57,0.43,1.14,27.3,Matches,3916b09c
58,Paul Bernardoni,fr FRA,GK,Angers,25-221,1997,7,0,0,0,0,0,0,0,0,0,0,0,0,0.86,0.57,0.14,80,Matches,28dabd43
333,Gideon Mensah,gh GHA,DF,Auxerre,24-130,1998,7,0.14,0,0,2,0.57,0.14,2.57,2,1.14,0,0,0,7.43,1.29,1.14,52.9,Matches,9bdd8118
372,Patrick Pentz,at AUT,GK,Reims,25-327,1997,7,0.14,0,0,0,0.29,0,0,0,0,0,0,0,1.14,0,0,,Matches,0810b6df
192,Alexis Flips,fr FRA,DFMF,Reims,22-311,2000,7.1,0.14,0.14,0,0.56,0.99,0,7.61,1.97,1.27,0,0,0,7.61,0.7,1.69,29.4,Matches,caef7840
223,Evann Guessand,fr FRA,FWMF,Nantes,21-147,2001,7.1,0.14,0,0,2.25,1.27,0.28,2.11,0,1.27,0,0,0,3.66,1.55,2.39,39.3,Matches,b73f17f8
293,Rony Lopes,pt POR,MFFW,Troyes,26-332,1995,7.1,0.28,0,0,0.99,1.41,0.14,4.51,0.14,0.28,0,0,0,5.35,0.85,0.85,50,Matches,7c2965bb
379,Ronaël Pierre-Gabriel,fr FRA,DF,Strasbourg,24-165,1998,7.1,0.42,0,0,1.69,0.99,0.28,2.68,1.27,2.54,0,0,0,5.49,0.99,0.99,50,Matches,64ba07c0
17,Mickaël Alphonse,gp GLP,DF,Ajaccio,33-136,1989,7.2,0.14,0,0,1.25,0.83,0,2.78,2.36,1.25,0,0,0,5.83,2.92,2.08,58.3,Matches,0a63446f
186,Noah Fadiga,sn SEN,DF,Brest,22-357,1999,7.2,0,0,0,1.53,1.25,0,0.97,1.53,0.97,0.14,0.14,0,5.83,0.28,0.28,50,Matches,83f03b07
310,Faitout Maouassa,fr FRA,FWDF,Montpellier,24-142,1998,7.3,0,0,0,1.37,1.51,0,4.25,1.51,1.78,0,0,0,3.84,0.41,0.68,37.5,Matches,e54a9890
356,Gerzino Nyamsi,fr FRA,DF,Strasbourg,25-307,1997,7.3,0.27,0.14,0,1.64,0.41,0,0.14,0.82,0.68,0,0.14,0,6.44,1.64,1.1,60,Matches,6043997c
232,Gauthier Hein,fr FRA,MFFW,Auxerre,26-110,1996,7.4,0,0,0,0.95,0.68,0,3.51,0.54,1.22,0,0,0,5.41,0.14,1.22,10,Matches,563fcd6b
365,Adam Ounas,dz ALG,FW,Lille,26-014,1996,7.4,0.14,0,0,1.49,2.84,0.27,6.35,0.41,0.68,0,0,0,5.41,0.54,0.54,50,Matches,ed90babd
463,Yan Valery,tn TUN,DFFW,Angers,23-276,1999,7.4,0.14,0,0,1.49,0.54,0,1.62,1.08,1.22,0,0,0,4.19,1.35,0.54,71.4,Matches,531a4aa8
485,Arber Zeneli,xk KVX,FWMF,Reims,27-273,1995,7.4,0,0,0,0.68,1.08,0.27,4.86,0.14,0.27,0,0,0,5.14,0.27,0.81,25,Matches,095e4199
358,Florent Ogier,fr FRA,DF,Clermont Foot,33-249,1989,7.5,0.27,0,0,0.67,0.27,0,0.27,0.67,0.8,0,0.13,0,5.47,1.87,1.33,58.3,Matches,6993927b
397,Pablo Rosario,nl NED,MFDF,Nice,25-322,1997,7.5,0.53,0,0,1.33,0.67,0,0.27,1.6,0.53,0,0,0,4.27,0.8,0.67,54.5,Matches,1a6b7ea4
345,Nordi Mukiele,fr FRA,DF,Paris S-G,25-024,1997,7.6,0,0,0,1.05,0.92,0,0.53,1.45,1.84,0,0,0,5.79,2.11,0.92,69.6,Matches,ac73ec79
28,Cédric Avinel,gp GLP,DF,Ajaccio,36-075,1986,7.7,0.13,0.13,0,0.65,0,0,0,1.17,0.39,0,0.26,0,3.9,1.69,0.52,76.5,Matches,a94d93be
375,Danilo Pereira,pt POR,DFMF,Paris S-G,31-077,1991,7.7,0.13,0,0,0.39,0,0.13,0,0.91,0.52,0,0,0,8.05,1.69,1.17,59.1,Matches,8fd9996f
444,Enzo Tchato,cm CMR,DF,Montpellier,20-002,2002,7.7,0,0,0,0.65,0.78,0.26,3.77,0.52,1.17,0,0,0,4.68,1.43,1.3,52.4,Matches,7f783431
357,Wilson Odobert,fr FRA,MF,Troyes,17-362,2004,7.8,0,0,0,0.38,0.51,0,1.54,0.77,1.03,0,0,0,3.21,0.64,0.9,41.7,Matches,35516eac
427,Moussa Sissoko,fr FRA,MF,Nantes,33-101,1989,7.8,0.26,0,0,2.18,0.51,0.26,1.28,1.03,1.03,0,0.13,0,5.9,2.05,1.03,66.7,Matches,2acd49b9
