Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
182,Daichi Kamada,jp JPN,MFFW,Eint Frankfurt,26-112,1996,10.7,0.09,0,0,1.59,1.59,0.37,2.71,0.65,1.5,0,0,0,5.98,0.47,1.31,26.3,Matches,15b287da
354,Suat Serdar,de GER,MF,Hertha BSC,25-228,1997,10.7,0.37,0,0,1.5,1.31,0.09,0.47,1.21,1.31,0,0,0,6.82,1.4,0.65,68.2,Matches,b3325a30
148,Benjamin Henrichs,de GER,DFMF,RB Leipzig,25-275,1997,10.8,0.46,0,0,1.2,1.11,0,2.31,1.67,2.04,0,0,0,6.39,1.02,0.46,68.8,Matches,0a89e877
10,Robert Andrich,de GER,MF,Leverkusen,28-064,1994,10.9,0.37,0,0,1.74,0.46,0,0.28,1.38,1.56,0,0,0.09,5.14,1.28,1.28,50,Matches,e0b113a7
434,Simon Zoller,de GER,FW,Bochum,31-152,1991,10.9,0.28,0,0,1.38,0.55,0.46,1.28,0.37,0.09,0,0.09,0,3.12,1.19,1.28,48.1,Matches,29f7cfd9
115,Rafał Gikiewicz,pl POL,GK,Augsburg,35-030,1987,11,0.18,0,0,0,0.18,0,0,0,0.09,0,0,0,2.64,0,0,,Matches,17376543
139,Alexander Hack,de GER,DF,Mainz 05,29-078,1993,11,0.18,0.09,0,2.09,1,0,0.09,1.82,1.27,0,0.18,0,6.64,2.73,2.55,51.7,Matches,a5ec3ede
200,Gregor Kobel,ch SUI,GK,Dortmund,24-354,1997,11,0,0,0,0,0.18,0,0,0,0,0,0,0,1.27,0.27,0,100,Matches,cd59b9df
258,Jamal Musiala,de GER,MFFW,Bayern Munich,19-272,2003,11,0,0,0,0.73,1.55,0.09,0.36,0.64,0.82,0,0,0,5.18,0.64,0.64,50,Matches,2c0558b8
332,Frederik Rønnow,dk DEN,GK,Union Berlin,30-113,1992,11,0.09,0,0,0,0.18,0,0,0,0,0,0,0,1.73,0.27,0,100,Matches,a70b8345
